상권_코드_명,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율
공릉역 2번,의약품,1993235311,184040,19,15,15,17,18,13,4,0,23,25,27,23,2,50,50,0,9,14
공릉역 2번,의료기기,115416945,439,27,10,25,24,14,0,0,0,21,43,36,0,0,57,43,0,4,0
공릉역 2번,문구,435212172,4383,17,9,36,13,12,13,0,0,10,23,29,39,0,87,13,0,3,7
공릉역 2번,화장품,7016136057,30721,14,9,15,27,15,4,16,0,27,34,20,12,7,32,68,0,3,18
공릉역 2번,섬유제품,4034188,134,0,100,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100
공릉역 2번,화초,165580824,6484,11,16,16,19,17,14,7,0,12,28,30,30,1,44,56,0,28,17
공릉역 2번,애완동물,30616950,1764,20,8,11,14,12,18,18,0,5,28,32,35,0,47,54,0,10,14
공릉역 2번,가구,223283410,515,2,9,8,10,23,23,26,0,1,41,26,33,0,36,64,1,21,23
공릉역 2번,가전제품,1598105887,4461,16,11,13,8,13,27,13,0,5,29,35,31,0,52,49,0,5,14
공릉역 2번,철물점,181622756,7239,11,15,19,11,21,9,13,0,9,31,31,27,1,68,32,0,21,20
공릉역 2번,인테리어,356269606,5436,9,9,30,32,10,11,0,0,48,18,27,7,0,90,10,0,3,5
공릉역 2번,조명용품,7513540,592,0,0,23,44,8,0,25,0,0,28,8,64,0,38,62,0,0,9
공릉역 2번,전자상거래업,15028246,219,60,40,0,0,0,0,0,0,0,0,60,40,0,39,61,0,40,0
서울과학기술대,한식음식점,3368096335,167541,13,13,13,17,15,14,16,0,4,33,14,41,8,61,39,1,20,16
서울과학기술대,중식음식점,178531553,9310,13,11,14,14,16,17,15,0,1,40,15,41,3,56,44,4,26,17
서울과학기술대,일식음식점,166820456,5915,14,16,14,17,13,15,11,0,0,42,12,42,4,55,45,2,30,18
서울과학기술대,양식음식점,125671953,4603,12,11,12,14,18,17,17,0,0,37,22,39,2,54,46,3,29,20
서울과학기술대,제과점,515021429,55411,15,13,14,13,15,17,13,0,12,17,18,40,14,43,57,1,22,21
서울과학기술대,패스트푸드점,672896495,56702,11,13,14,16,15,15,16,0,7,34,18,35,6,53,47,3,33,22
서울과학기술대,치킨전문점,339622318,17157,11,12,11,12,18,19,16,4,0,2,8,57,29,61,39,1,22,15
서울과학기술대,분식전문점,353304187,25609,10,11,13,13,18,15,20,0,1,27,26,40,6,44,56,2,20,19
서울과학기술대,호프-간이주점,465578992,15142,12,12,13,14,18,18,13,0,0,0,1,54,45,61,39,3,53,19
서울과학기술대,커피-음료,1794027340,224937,14,12,12,14,14,18,17,1,4,21,33,34,6,37,64,3,49,18
서울과학기술대,일반교습학원,26840646,156,21,36,29,0,14,0,0,0,0,29,71,0,0,43,57,0,0,0
서울과학기술대,예술학원,165559627,1223,17,21,27,13,12,9,0,0,0,17,49,32,2,19,81,0,24,17
서울과학기술대,스포츠 강습,93022576,467,32,16,13,25,14,0,0,0,3,4,17,69,8,39,61,1,9,23
서울과학기술대,일반의원,373729860,28238,18,14,15,19,22,12,0,0,31,31,33,6,0,53,48,0,14,9
서울과학기술대,치과의원,675735853,5658,25,20,11,18,17,10,0,0,18,28,33,20,0,46,54,0,12,8
서울과학기술대,당구장,91184973,5439,13,12,14,12,13,20,16,0,4,12,17,46,22,83,17,1,12,8
서울과학기술대,PC방,151447806,32529,13,13,12,14,14,17,17,3,4,18,32,39,6,87,13,7,65,19
서울과학기술대,자동차수리,97919353,683,20,8,7,28,20,17,1,0,16,25,37,22,0,71,29,0,3,13
서울과학기술대,자동차미용,12699569,393,22,8,15,19,16,11,9,0,3,50,31,16,0,64,36,0,4,27
서울과학기술대,미용실,84647671,3441,9,12,8,9,19,20,23,0,3,27,29,40,1,43,57,0,16,17
서울과학기술대,네일숍,4749913,35,65,0,0,4,0,31,0,0,0,3,52,45,0,4,96,0,4,34
서울과학기술대,피부관리실,5626659,49,0,9,75,0,16,0,0,0,0,0,76,25,0,76,25,0,0,6
서울과학기술대,노래방,106141391,9328,9,14,11,11,12,18,25,21,0,4,17,45,13,72,28,7,40,11
서울과학기술대,슈퍼마켓,168318153,40116,12,14,10,13,22,16,13,2,9,12,9,37,32,74,26,6,28,18
서울과학기술대,편의점,1271978512,257929,14,15,15,15,16,13,12,8,14,16,14,27,20,69,31,3,36,20
서울과학기술대,핸드폰,17391392,1605,11,0,32,0,46,11,0,0,22,45,23,11,0,45,55,0,34,0
서울과학기술대,육류판매,73119112,2487,12,9,15,12,14,26,12,0,9,26,19,46,0,47,53,0,4,15
서울과학기술대,수산물판매,39811611,927,1,13,11,16,17,28,14,0,0,1,14,67,19,66,35,1,25,18
서울과학기술대,일반의류,31212712,396,8,14,31,14,32,2,0,0,0,15,24,54,8,28,72,0,18,12
서울과학기술대,안경,124305303,1368,16,15,18,19,10,12,11,0,2,22,25,50,1,57,43,1,15,15
서울과학기술대,문구,202845940,7089,21,23,17,16,11,11,1,0,4,34,34,28,0,41,59,4,19,12
서울과학기술대,화장품,44864373,1073,10,25,25,7,12,12,8,0,0,12,21,61,6,15,85,1,57,3
서울과학기술대,섬유제품,4034188,134,0,100,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100
서울과학기술대,화초,34660246,1059,5,26,16,18,17,11,7,0,9,38,34,19,0,33,67,0,18,11
서울과학기술대,철물점,102000000,2612,9,22,22,11,8,7,22,0,0,38,36,24,2,62,38,0,12,31
서울과학기술대,인테리어,13159576,122,33,21,6,0,41,0,0,0,0,73,27,0,0,45,55,0,0,0
공릉동 국수거리,한식음식점,11588439870,361579,12,13,13,14,17,18,15,1,3,20,13,50,14,63,37,0,12,18
공릉동 국수거리,중식음식점,294851606,16165,12,16,16,15,16,14,11,1,1,45,15,36,2,70,31,1,15,20
공릉동 국수거리,일식음식점,236571907,5687,13,11,17,17,20,20,2,3,0,21,6,49,21,63,37,1,19,26
공릉동 국수거리,양식음식점,150956871,8385,16,14,11,13,16,12,18,0,1,52,15,31,1,58,42,2,18,22
공릉동 국수거리,제과점,318721024,31853,14,12,13,14,19,17,13,0,10,22,32,30,5,41,59,1,20,22
공릉동 국수거리,패스트푸드점,214003701,12595,11,10,13,13,18,19,17,0,2,21,17,51,9,56,44,1,19,17
공릉동 국수거리,치킨전문점,268438017,13410,11,11,12,14,16,21,15,8,0,5,9,48,31,64,36,1,17,18
공릉동 국수거리,분식전문점,521644216,50380,12,12,16,14,16,17,14,3,10,29,18,30,10,54,46,1,19,21
공릉동 국수거리,호프-간이주점,812760891,20221,11,13,14,15,20,18,9,16,0,3,1,26,54,64,36,1,32,15
공릉동 국수거리,커피-음료,911524153,156413,13,13,14,13,15,16,15,1,12,29,28,25,6,48,52,2,32,22
공릉동 국수거리,일반교습학원,551380408,2052,12,9,34,20,20,5,1,1,0,5,24,65,7,42,58,1,0,1
공릉동 국수거리,외국어학원,468442317,1959,16,12,28,16,18,11,0,0,8,11,31,45,5,41,60,1,0,7
공릉동 국수거리,예술학원,289036040,1227,12,17,11,11,11,31,7,1,11,13,41,34,0,39,61,0,4,23
공릉동 국수거리,스포츠 강습,206567114,686,16,29,33,13,2,7,0,0,4,5,13,60,19,19,81,0,43,35
공릉동 국수거리,일반의원,2479714420,124181,20,13,12,19,22,14,1,0,19,34,36,12,0,42,58,0,11,15
공릉동 국수거리,치과의원,1934740268,15360,21,19,12,19,22,8,0,0,10,35,28,27,0,41,60,0,6,16
공릉동 국수거리,한의원,558783550,20540,16,16,23,15,13,18,0,0,16,37,34,14,0,35,66,0,2,11
공릉동 국수거리,당구장,85813074,5120,7,9,13,8,24,18,21,6,8,1,16,48,22,79,21,1,6,14
공릉동 국수거리,골프연습장,208326977,5673,14,14,12,13,18,15,16,9,5,12,20,35,20,79,21,0,8,20
공릉동 국수거리,스포츠클럽,189703578,1131,28,9,7,15,25,15,1,0,22,22,9,40,8,47,53,1,34,22
공릉동 국수거리,자동차수리,578573269,4529,13,17,13,18,17,17,6,0,11,26,39,22,2,73,27,0,5,13
공릉동 국수거리,자동차미용,72933511,1044,18,4,18,5,7,43,7,0,9,50,31,10,0,89,11,0,5,18
공릉동 국수거리,미용실,502811072,13861,15,9,11,18,15,17,14,0,2,27,31,39,1,39,61,1,13,21
공릉동 국수거리,네일숍,31620996,486,7,5,59,3,13,13,0,0,11,3,1,81,3,3,97,0,3,4
공릉동 국수거리,피부관리실,55533135,362,1,4,0,6,78,6,5,9,9,2,53,13,15,86,14,0,6,49
공릉동 국수거리,세탁소,375957924,21928,11,15,17,6,10,40,0,0,28,20,32,20,0,33,67,0,8,20
공릉동 국수거리,가전제품수리,194203927,5640,24,33,12,14,17,0,0,0,35,43,20,2,0,80,20,0,0,42
공릉동 국수거리,여관,563564315,11664,10,11,11,12,16,23,18,30,2,4,10,28,27,78,22,4,31,21
공릉동 국수거리,고시원,33414045,87,39,0,0,0,0,30,30,0,0,0,0,70,30,39,61,0,0,0
공릉동 국수거리,노래방,254098111,2353,6,13,22,11,20,20,8,28,2,0,0,20,50,93,8,0,2,8
공릉동 국수거리,슈퍼마켓,4376761388,334224,15,14,14,14,16,15,11,3,8,17,25,38,10,45,55,0,9,15
공릉동 국수거리,편의점,3204380027,500707,14,14,14,14,17,15,13,9,17,12,13,28,20,67,33,1,24,25
공릉동 국수거리,컴퓨터및주변장치판매,129204472,1229,3,50,32,12,3,0,0,0,7,61,24,7,0,75,25,0,0,0
공릉동 국수거리,핸드폰,115293546,3816,10,5,0,9,53,19,5,0,2,11,37,49,1,78,22,0,6,27
공릉동 국수거리,육류판매,992930312,37517,13,11,10,13,22,19,13,0,13,25,32,29,1,40,60,0,4,8
공릉동 국수거리,수산물판매,133197044,7473,10,14,10,15,18,18,15,0,7,28,42,22,0,35,65,0,3,7
공릉동 국수거리,청과상,353271303,26912,13,14,14,13,18,17,11,0,12,23,33,31,1,38,62,0,7,13
공릉동 국수거리,반찬가게,1573148502,99892,10,6,7,18,12,21,25,0,20,23,31,26,0,37,63,0,3,23
공릉동 국수거리,일반의류,1081410254,21376,15,18,12,18,16,14,7,0,2,23,43,30,2,20,80,0,5,8
공릉동 국수거리,신발,48224005,1723,13,13,14,13,14,17,16,0,7,28,40,24,1,40,60,0,3,8
공릉동 국수거리,안경,237412603,2851,19,16,14,10,12,17,12,0,6,24,29,41,0,49,51,1,21,16
공릉동 국수거리,시계및귀금속,61800128,339,19,16,6,8,36,16,0,0,4,21,58,17,0,46,54,0,0,4
공릉동 국수거리,의약품,4787886717,368684,17,18,16,15,20,13,1,0,20,28,32,20,0,48,52,0,8,14
공릉동 국수거리,의료기기,1401077475,2923,19,4,3,18,55,0,0,0,19,67,14,1,0,61,39,0,0,2
공릉동 국수거리,서적,62236496,645,11,16,28,18,27,0,0,0,7,29,56,8,0,18,82,0,13,4
공릉동 국수거리,문구,672194511,2324,13,17,19,21,31,0,0,0,9,44,44,4,0,31,69,0,2,2
공릉동 국수거리,화장품,7147147015,35942,19,19,21,14,12,10,6,0,34,21,19,22,4,31,69,0,3,14
공릉동 국수거리,운동/경기용품,26745754,333,19,5,8,22,45,1,0,0,16,17,36,31,0,81,20,0,21,23
공릉동 국수거리,자전거 및 기타운송장비,126439709,1181,1,11,7,10,20,34,17,0,1,37,26,36,0,93,7,0,23,36
공릉동 국수거리,완구,11102715,476,36,19,5,14,14,12,0,0,19,44,23,14,0,100,0,0,0,0
공릉동 국수거리,섬유제품,68739855,563,7,3,3,2,3,5,76,0,0,10,19,71,0,9,91,0,0,2
공릉동 국수거리,화초,113094839,4815,10,10,14,17,16,26,8,0,8,22,34,34,2,53,47,0,33,19
공릉동 국수거리,애완동물,37770005,1747,14,12,14,17,13,19,11,0,6,35,32,27,0,37,64,0,7,9
공릉동 국수거리,가구,300534466,501,15,17,12,4,11,22,19,0,0,18,40,42,0,40,60,0,4,12
공릉동 국수거리,가전제품,934073191,3315,12,12,11,11,12,21,21,0,6,19,45,29,0,51,49,0,2,12
공릉동 국수거리,철물점,1371445895,8557,23,16,23,12,8,17,0,0,17,38,34,11,0,45,55,0,5,12
공릉동 국수거리,인테리어,113084625,2025,19,13,15,31,11,12,0,0,63,14,16,8,0,64,36,0,10,11
공릉동 국수거리,전자상거래업,315953852,491,52,15,1,18,0,6,8,0,0,20,63,18,0,25,75,0,0,20
공릉역 2번,한식음식점,12525616853,429741,11,13,14,15,18,17,14,2,4,19,12,50,15,62,38,1,16,18
공릉역 2번,중식음식점,336937645,16481,12,14,14,14,15,17,16,0,1,42,18,38,1,62,38,1,17,18
공릉역 2번,일식음식점,255587990,7795,14,13,17,16,17,15,9,0,0,36,9,48,7,55,45,2,32,16
공릉역 2번,양식음식점,228949485,12416,14,15,12,13,16,17,14,0,3,36,19,37,4,53,48,3,24,19
공릉역 2번,제과점,1095680371,109358,12,12,13,12,20,17,14,0,12,20,23,35,11,45,55,1,19,20
공릉역 2번,패스트푸드점,362969650,30450,9,14,15,15,18,15,14,0,7,28,19,42,6,54,47,2,29,17
공릉역 2번,치킨전문점,637848608,33689,10,12,13,14,17,20,15,8,0,4,8,48,32,62,38,2,23,18
공릉역 2번,분식전문점,1151122350,115300,14,13,13,14,17,16,14,1,6,33,20,33,7,52,49,1,18,20
공릉역 2번,호프-간이주점,1386897907,35753,11,12,12,14,19,20,12,17,0,2,1,30,51,62,38,2,42,17
공릉역 2번,커피-음료,1408088417,183125,13,14,13,13,15,17,15,1,5,27,28,32,7,40,60,3,46,21
공릉역 2번,일반교습학원,678988834,2250,23,14,19,11,23,8,2,1,2,4,29,57,7,50,50,0,0,4
공릉역 2번,외국어학원,403010759,1709,25,12,17,16,21,9,0,1,2,11,27,55,5,49,52,0,0,22
공릉역 2번,예술학원,252297828,1546,22,15,16,7,23,8,8,0,0,17,40,38,5,31,69,2,24,8
공릉역 2번,스포츠 강습,116282562,625,23,22,14,15,14,9,3,0,11,25,19,36,10,30,70,0,8,32
공릉역 2번,일반의원,2898266287,156685,20,20,14,15,20,9,1,0,20,28,37,15,0,44,56,0,7,19
공릉역 2번,치과의원,2170653745,16791,18,18,13,15,30,6,0,0,15,37,26,22,0,44,56,0,6,14
공릉역 2번,한의원,390387996,11944,18,16,18,12,14,22,0,0,15,38,36,12,0,39,61,0,2,10
공릉역 2번,당구장,51183760,3579,11,11,14,10,15,19,20,13,0,2,14,46,26,87,13,2,21,8
공릉역 2번,골프연습장,44241187,1512,11,6,7,8,25,24,19,4,14,18,28,28,9,89,12,0,3,11
공릉역 2번,PC방,608644626,127400,13,10,14,12,15,19,18,10,6,11,21,38,15,90,10,3,72,15
공릉역 2번,자동차수리,441241514,3695,14,16,15,17,16,16,7,0,10,27,40,21,3,75,25,0,4,14
공릉역 2번,자동차미용,39972353,920,20,7,14,9,12,26,13,0,16,37,45,2,0,74,26,0,1,22
공릉역 2번,미용실,494006723,12921,17,9,13,17,15,19,12,0,2,27,29,41,2,37,63,1,12,21
공릉역 2번,네일숍,14384512,93,18,21,3,18,9,4,27,0,0,0,54,46,0,0,100,0,0,3
공릉역 2번,피부관리실,82964571,392,1,15,5,8,52,16,3,6,6,13,44,9,22,67,33,0,4,45
공릉역 2번,세탁소,366803943,21243,11,15,18,7,10,40,0,0,28,20,32,20,0,33,67,0,10,18
공릉역 2번,가전제품수리,194203927,5640,24,33,12,14,17,0,0,0,35,43,20,2,0,80,20,0,0,42
공릉역 2번,여관,199658166,4099,10,11,10,14,15,24,17,31,1,3,8,29,28,76,24,8,27,15
공릉역 2번,노래방,426844172,15594,11,14,15,14,16,20,11,26,0,1,3,25,44,81,19,3,23,14
공릉역 2번,슈퍼마켓,2502990490,189346,14,13,14,14,16,16,15,4,10,18,23,34,11,49,51,0,11,15
공릉역 2번,편의점,3219981531,518112,14,13,13,14,16,16,14,13,15,11,12,27,23,69,31,1,32,23
공릉역 2번,컴퓨터및주변장치판매,47631252,509,9,50,0,34,7,0,0,0,20,80,0,0,0,0,100,0,0,0
공릉역 2번,핸드폰,91910583,4476,13,6,3,11,35,27,6,0,0,17,18,64,1,71,30,0,8,33
공릉역 2번,육류판매,1636577072,52030,14,11,12,17,21,17,8,0,11,25,32,32,1,40,60,0,4,13
공릉역 2번,수산물판매,254671540,11938,8,14,9,14,19,21,16,0,6,22,34,31,6,40,60,0,7,9
공릉역 2번,청과상,490058389,32748,14,14,14,14,17,17,11,0,13,23,36,27,1,35,65,0,5,11
공릉역 2번,반찬가게,5012115759,296721,22,9,10,13,14,16,15,0,24,21,32,22,0,43,57,0,2,11
공릉역 2번,일반의류,968883908,13220,14,18,12,20,16,14,6,0,2,23,48,28,1,18,82,0,7,7
공릉역 2번,신발,48224005,1723,13,13,14,13,14,17,16,0,7,28,40,24,1,40,60,0,3,8
공릉역 2번,안경,216324983,2726,18,15,18,15,16,13,7,0,3,24,30,42,1,49,51,1,21,15
공릉역 2번,시계및귀금속,73311906,368,15,13,5,10,36,20,0,0,4,21,52,23,0,40,60,0,0,9
공릉역 2번,의약품,2011363136,205731,19,15,16,15,19,12,5,0,20,27,30,22,2,51,49,0,8,16
공릉역 2번,의료기기,99706216,368,24,31,11,9,26,0,0,0,11,28,61,0,0,56,44,0,0,1
공릉역 2번,서적,7501444,459,9,7,17,11,18,16,23,5,0,18,29,32,15,26,75,2,32,26
공릉역 2번,문구,506788318,4292,11,21,25,10,32,2,0,0,8,31,56,5,0,13,87,1,3,5
공릉역 2번,화장품,7379837695,35298,18,19,21,14,13,10,6,0,33,21,19,23,4,30,70,0,4,14
공릉역 2번,완구,11102715,476,36,19,5,14,14,12,0,0,19,44,23,14,0,100,0,0,0,0
공릉역 2번,섬유제품,52444444,268,0,0,0,0,0,0,100,0,0,0,18,82,0,0,100,0,0,0
공릉역 2번,화초,182316059,6947,10,13,14,15,17,25,7,1,10,23,35,30,3,52,48,0,28,24
공릉역 2번,애완동물,34770005,1688,15,12,15,16,12,18,12,0,6,33,33,28,0,35,65,0,7,10
공릉역 2번,가구,300534466,501,15,17,12,4,11,22,19,0,0,18,40,42,0,40,60,0,4,12
공릉역 2번,가전제품,934073191,3315,12,12,11,11,12,21,21,0,6,19,45,29,0,51,49,0,2,12
공릉역 2번,철물점,155867865,6135,23,14,9,14,31,8,2,0,21,23,37,19,1,53,47,0,5,42
공릉역 2번,인테리어,301795436,5751,24,13,15,20,19,9,0,0,50,22,19,9,0,60,40,0,4,12
공릉역 2번,조명용품,3701251,370,30,0,32,0,38,0,0,0,20,32,30,18,0,48,52,0,0,0
서울과학기술대,한식음식점,3306316712,139116,12,13,17,17,15,13,12,3,9,23,8,44,14,61,39,2,27,17
서울과학기술대,중식음식점,183012724,9981,15,11,14,15,17,14,14,0,1,42,15,39,3,51,49,3,28,17
서울과학기술대,일식음식점,198856267,4515,14,18,15,16,16,16,6,0,0,29,5,52,13,58,43,1,24,21
서울과학기술대,양식음식점,146939079,4915,11,13,12,12,16,19,16,0,0,37,22,38,3,44,56,3,31,17
서울과학기술대,제과점,535066388,53117,10,12,13,12,20,18,16,0,9,20,19,39,13,46,54,2,23,20
서울과학기술대,패스트푸드점,747523979,59813,13,15,14,13,18,14,14,0,7,33,18,37,6,51,49,4,32,19
서울과학기술대,치킨전문점,337794061,16171,11,12,12,12,20,18,15,8,0,1,7,52,31,58,42,2,26,16
서울과학기술대,분식전문점,452157618,34864,11,14,14,13,16,13,20,0,1,38,21,36,4,51,49,3,24,19
서울과학기술대,호프-간이주점,680055386,19036,12,12,13,13,17,22,12,19,0,0,0,35,47,61,39,4,59,18
서울과학기술대,커피-음료,1087075760,145455,13,14,14,13,15,17,14,0,5,31,29,29,6,37,63,4,51,19
서울과학기술대,일반교습학원,78715357,386,20,29,12,5,19,7,7,0,14,18,22,36,9,26,74,0,0,16
서울과학기술대,예술학원,168388477,1128,16,17,22,7,30,8,0,0,0,18,32,42,8,36,64,2,32,9
서울과학기술대,스포츠 강습,111023531,660,17,25,15,5,36,3,0,0,4,19,22,48,7,35,65,1,4,24
서울과학기술대,일반의원,491281824,33860,19,16,16,21,17,11,0,0,26,32,38,5,0,46,54,0,8,19
서울과학기술대,치과의원,941777063,6859,19,14,14,15,29,10,0,0,33,26,29,12,0,44,57,0,5,15
서울과학기술대,당구장,109596543,5082,16,14,14,10,12,21,13,5,0,13,28,42,12,84,17,2,9,11
서울과학기술대,PC방,176644626,36982,15,13,12,11,14,18,17,12,4,11,23,35,15,86,14,8,67,18
서울과학기술대,스포츠클럽,41938333,412,37,25,3,20,15,0,0,0,31,17,25,27,0,54,46,3,14,19
서울과학기술대,자동차수리,81762252,576,9,45,15,11,7,13,1,0,9,25,45,21,0,66,34,0,5,2
서울과학기술대,자동차미용,19770785,620,20,7,18,14,19,18,4,0,4,43,45,8,0,55,45,0,4,20
서울과학기술대,미용실,49968892,1683,7,11,13,24,12,23,9,0,2,34,23,40,1,36,64,5,9,10
서울과학기술대,네일숍,1626008,15,0,24,0,0,76,0,0,0,0,0,15,85,0,0,100,0,0,24
서울과학기술대,피부관리실,7431436,14,0,0,57,43,0,0,0,0,0,0,100,0,0,100,0,0,0,0
서울과학기술대,노래방,274001664,40399,13,11,14,14,14,21,14,22,1,5,9,30,33,66,34,8,51,14
서울과학기술대,슈퍼마켓,178805442,30841,14,11,12,19,19,15,11,4,6,11,6,27,46,72,28,7,25,23
서울과학기술대,편의점,1562951073,347647,15,15,15,16,17,12,11,10,15,19,14,25,18,69,32,4,42,19
서울과학기술대,컴퓨터및주변장치판매,69215346,69,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0
서울과학기술대,핸드폰,8026797,804,0,0,33,33,0,33,0,0,0,33,33,33,0,67,33,0,0,0
서울과학기술대,육류판매,61046871,2175,9,16,16,11,20,16,12,0,4,17,38,40,0,54,47,0,5,10
서울과학기술대,수산물판매,59105806,1188,0,10,6,14,26,27,17,0,0,0,10,65,24,56,44,0,26,19
서울과학기술대,일반의류,12107892,264,0,18,18,39,19,6,0,0,0,24,12,34,30,13,87,0,12,51
서울과학기술대,안경,121079771,1369,13,12,17,19,17,12,10,0,2,23,34,40,1,59,41,2,15,10
서울과학기술대,의약품,14811987,20,0,0,0,100,0,0,0,0,0,100,0,0,0,0,100,0,0,100
서울과학기술대,문구,202957795,8178,13,10,24,15,27,11,0,0,5,21,36,38,0,28,72,3,29,9
서울과학기술대,화장품,50164600,1152,16,19,20,16,15,11,4,0,0,10,43,47,1,12,88,0,57,3
서울과학기술대,섬유제품,52444444,268,0,0,0,0,0,0,100,0,0,0,18,82,0,0,100,0,0,0
서울과학기술대,화초,45809550,1297,7,26,10,10,13,26,9,0,15,29,42,13,1,47,53,1,11,23
서울과학기술대,철물점,60652033,262,44,0,0,5,46,5,0,0,0,24,44,31,2,39,61,0,0,64
서울과학기술대,인테리어,75307132,154,82,0,7,8,3,1,0,0,0,7,93,0,0,88,12,0,3,0
서울과학기술대,전자상거래업,183554964,1617,0,0,0,0,0,56,44,0,0,81,19,0,0,0,100,0,52,36
